id,title,difficulty,free/premium,frequency,tags
1173,Immediate Food Delivery I,EASY,premium,60.2,Database
1174,Immediate Food Delivery II,MEDIUM,free,60.2,Database
208,Implement Trie (Prefix Tree),MEDIUM,free,58.4,"Hash Table, String, Design, Trie"
296,Best Meeting Point,HARD,premium,58.4,"Array, Math, Sorting, Matrix"
621,Task Scheduler,MEDIUM,free,58.4,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
2565,Subsequence With the Minimum Score,HARD,free,58.4,"Two Pointers, String, Binary Search"
2611,Mice and Cheese,MEDIUM,free,58.4,"Array, Greedy, Sorting, Heap (Priority Queue)"
1,Two Sum,EASY,free,56.4,"Array, Hash Table"
227,Basic Calculator II,MEDIUM,free,56.4,"Math, String, Stack"
987,Vertical Order Traversal of a Binary Tree,HARD,free,56.4,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
2049,Count Nodes With the Highest Score,MEDIUM,free,56.4,"Array, Tree, Depth-First Search, Binary Tree"
55,Jump Game,MEDIUM,free,51.7,"Array, Dynamic Programming, Greedy"
31,Next Permutation,MEDIUM,free,48.8,"Array, Two Pointers"
778,Swim in Rising Water,HARD,free,48.8,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1944,Number of Visible People in a Queue,HARD,free,48.8,"Array, Stack, Monotonic Stack"
84,Largest Rectangle in Histogram,HARD,free,45.4,"Array, Stack, Monotonic Stack"
200,Number of Islands,MEDIUM,free,45.4,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
211,Design Add and Search Words Data Structure,MEDIUM,free,45.4,"String, Depth-First Search, Design, Trie"
224,Basic Calculator,HARD,free,45.4,"Math, String, Stack, Recursion"
588,Design In-Memory File System,HARD,premium,45.4,"Hash Table, String, Design, Trie, Sorting"
146,LRU Cache,MEDIUM,free,41.2,"Hash Table, Linked List, Design, Doubly-Linked List"
164,Maximum Gap,MEDIUM,free,41.2,"Array, Sorting, Bucket Sort, Radix Sort"
1730,Shortest Path to Get Food,MEDIUM,premium,41.2,"Array, Breadth-First Search, Matrix"
15,3Sum,MEDIUM,free,35.9,"Array, Two Pointers, Sorting"
37,Sudoku Solver,HARD,free,35.9,"Array, Hash Table, Backtracking, Matrix"
45,Jump Game II,MEDIUM,free,35.9,"Array, Dynamic Programming, Greedy"
212,Word Search II,HARD,free,35.9,"Array, String, Backtracking, Trie, Matrix"
277,Find the Celebrity,MEDIUM,premium,35.9,"Two Pointers, Graph, Interactive"
542,01 Matrix,MEDIUM,free,35.9,"Array, Dynamic Programming, Breadth-First Search, Matrix"
695,Max Area of Island,MEDIUM,free,35.9,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1011,Capacity To Ship Packages Within D Days,MEDIUM,free,35.9,"Array, Binary Search"
1152,Analyze User Website Visit Pattern,MEDIUM,premium,35.9,"Array, Hash Table, Sorting"
1143,Longest Common Subsequence,MEDIUM,free,35.9,"String, Dynamic Programming"
36,Valid Sudoku,MEDIUM,free,28.5,"Array, Hash Table, Matrix"
49,Group Anagrams,MEDIUM,free,28.5,"Array, Hash Table, String, Sorting"
56,Merge Intervals,MEDIUM,free,28.5,"Array, Sorting"
239,Sliding Window Maximum,HARD,free,28.5,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
253,Meeting Rooms II,MEDIUM,premium,28.5,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
283,Move Zeroes,EASY,free,28.5,"Array, Two Pointers"
314,Binary Tree Vertical Order Traversal,MEDIUM,premium,28.5,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
347,Top K Frequent Elements,MEDIUM,free,28.5,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
460,LFU Cache,HARD,free,28.5,"Hash Table, Linked List, Design, Doubly-Linked List"
547,Number of Provinces,MEDIUM,free,28.5,"Depth-First Search, Breadth-First Search, Union Find, Graph"
759,Employee Free Time,HARD,premium,28.5,"Array, Sorting, Heap (Priority Queue)"
1102,Path With Maximum Minimum Value,MEDIUM,premium,28.5,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1254,Number of Closed Islands,MEDIUM,free,28.5,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1383,Maximum Performance of a Team,HARD,free,28.5,"Array, Greedy, Sorting, Heap (Priority Queue)"
1472,Design Browser History,MEDIUM,free,28.5,"Array, Linked List, Stack, Design, Doubly-Linked List, Data Stream"
1522,Diameter of N-Ary Tree,MEDIUM,premium,28.5,"Tree, Depth-First Search"
1804,Implement Trie II (Prefix Tree),MEDIUM,premium,28.5,"Hash Table, String, Design, Trie"
2065,Maximum Path Quality of a Graph,HARD,free,28.5,"Array, Backtracking, Graph"
2185,Counting Words With a Given Prefix,EASY,free,28.5,"Array, String, String Matching"
2365,Task Scheduler II,MEDIUM,free,28.5,"Array, Hash Table, Simulation"
