id,title,difficulty,free/premium,frequency,tags
4,Median of Two Sorted Arrays,HARD,free,51.6,"Array, Binary Search, Divide and Conquer"
20,Valid Parentheses,EASY,free,51.6,"String, Stack"
48,Rotate Image,MEDIUM,free,51.6,"Array, Math, Matrix"
78,Subsets,MEDIUM,free,51.6,"Array, Backtracking, Bit Manipulation"
121,Best Time to Buy and Sell Stock,EASY,free,51.6,"Array, Dynamic Programming"
173,Binary Search Tree Iterator,MEDIUM,free,51.6,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
200,Number of Islands,MEDIUM,free,51.6,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
498,Diagonal Traverse,MEDIUM,free,51.6,"Array, Matrix, Simulation"
987,Vertical Order Traversal of a Binary Tree,HARD,free,51.6,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
2667,Create Hello World Function,EASY,free,51.6,
139,Word Break,MEDIUM,free,47.7,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
169,Majority Element,EASY,free,47.7,"Array, Hash Table, Divide and Conquer, Sorting, Counting"
197,Rising Temperature,EASY,free,47.7,Database
380,Insert Delete GetRandom O(1),MEDIUM,free,47.7,"Array, Hash Table, Math, Design, Randomized"
494,Target Sum,MEDIUM,free,47.7,"Array, Dynamic Programming, Backtracking"
636,Exclusive Time of Functions,MEDIUM,free,47.7,"Array, Stack"
647,Palindromic Substrings,MEDIUM,free,47.7,"Two Pointers, String, Dynamic Programming"
1644,Lowest Common Ancestor of a Binary Tree II,MEDIUM,premium,47.7,"Tree, Depth-First Search, Binary Tree"
1768,Merge Strings Alternately,EASY,free,47.7,"Two Pointers, String"
3,Longest Substring Without Repeating Characters,MEDIUM,free,43.0,"Hash Table, String, Sliding Window"
34,Find First and Last Position of Element in Sorted Array,MEDIUM,free,43.0,"Array, Binary Search"
43,Multiply Strings,MEDIUM,free,43.0,"Math, String, Simulation"
127,Word Ladder,HARD,free,43.0,"Hash Table, String, Breadth-First Search"
219,Contains Duplicate II,EASY,free,43.0,"Array, Hash Table, Sliding Window"
249,Group Shifted Strings,MEDIUM,premium,43.0,"Array, Hash Table, String"
253,Meeting Rooms II,MEDIUM,premium,43.0,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
329,Longest Increasing Path in a Matrix,HARD,free,43.0,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix"
398,Random Pick Index,MEDIUM,free,43.0,"Hash Table, Math, Reservoir Sampling, Randomized"
523,Continuous Subarray Sum,MEDIUM,free,43.0,"Array, Hash Table, Math, Prefix Sum"
605,Can Place Flowers,EASY,free,43.0,"Array, Greedy"
735,Asteroid Collision,MEDIUM,free,43.0,"Array, Stack, Simulation"
824,Goat Latin,EASY,free,43.0,String
825,Friends Of Appropriate Ages,MEDIUM,free,43.0,"Array, Two Pointers, Binary Search, Sorting"
852,Peak Index in a Mountain Array,MEDIUM,free,43.0,"Array, Binary Search"
5,Longest Palindromic Substring,MEDIUM,free,36.9,"Two Pointers, String, Dynamic Programming"
8,String to Integer (atoi),MEDIUM,free,36.9,String
9,Palindrome Number,EASY,free,36.9,Math
53,Maximum Subarray,MEDIUM,free,36.9,"Array, Divide and Conquer, Dynamic Programming"
62,Unique Paths,MEDIUM,free,36.9,"Math, Dynamic Programming, Combinatorics"
124,Binary Tree Maximum Path Sum,HARD,free,36.9,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
126,Word Ladder II,HARD,free,36.9,"Hash Table, String, Backtracking, Breadth-First Search"
136,Single Number,EASY,free,36.9,"Array, Bit Manipulation"
