id,title,difficulty,free/premium,frequency,tags
4,Median of Two Sorted Arrays,HARD,free,52.4,"Array, Binary Search, Divide and Conquer"
19,Remove Nth Node From End of List,MEDIUM,free,52.4,"Linked List, Two Pointers"
22,Generate Parentheses,MEDIUM,free,52.4,"String, Dynamic Programming, Backtracking"
26,Remove Duplicates from Sorted Array,EASY,free,52.4,"Array, Two Pointers"
28,Find the Index of the First Occurrence in a String,EASY,free,52.4,"Two Pointers, String, String Matching"
67,Add Binary,EASY,free,52.4,"Math, String, Bit Manipulation, Simulation"
68,Text Justification,HARD,free,52.4,"Array, String, Simulation"
70,Climbing Stairs,EASY,free,52.4,"Math, Dynamic Programming, Memoization"
84,Largest Rectangle in Histogram,HARD,free,52.4,"Array, Stack, Monotonic Stack"
122,Best Time to Buy and Sell Stock II,MEDIUM,free,52.4,"Array, Dynamic Programming, Greedy"
206,Reverse Linked List,EASY,free,52.4,"Linked List, Recursion"
213,House Robber II,MEDIUM,free,52.4,"Array, Dynamic Programming"
240,Search a 2D Matrix II,MEDIUM,free,52.4,"Array, Binary Search, Divide and Conquer, Matrix"
253,Meeting Rooms II,MEDIUM,premium,52.4,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
383,Ransom Note,EASY,free,52.4,"Hash Table, String, Counting"
394,Decode String,MEDIUM,free,52.4,"String, Stack, Recursion"
560,Subarray Sum Equals K,MEDIUM,free,52.4,"Array, Hash Table, Prefix Sum"
688,Knight Probability in Chessboard,MEDIUM,free,52.4,Dynamic Programming
706,Design HashMap,EASY,free,52.4,"Array, Hash Table, Linked List, Design, Hash Function"
622,Design Circular Queue,MEDIUM,free,52.4,"Array, Linked List, Design, Queue"
509,Fibonacci Number,EASY,free,52.4,"Math, Dynamic Programming, Recursion, Memoization"
1146,Snapshot Array,MEDIUM,free,52.4,"Array, Hash Table, Binary Search, Design"
2023,Number of Pairs of Strings With Concatenation Equal to Target,MEDIUM,free,52.4,"Array, Hash Table, String, Counting"
5,Longest Palindromic Substring,MEDIUM,free,42.9,"Two Pointers, String, Dynamic Programming"
11,Container With Most Water,MEDIUM,free,42.9,"Array, Two Pointers, Greedy"
21,Merge Two Sorted Lists,EASY,free,42.9,"Linked List, Recursion"
23,Merge k Sorted Lists,HARD,free,42.9,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
27,Remove Element,EASY,free,42.9,"Array, Two Pointers"
45,Jump Game II,MEDIUM,free,42.9,"Array, Dynamic Programming, Greedy"
46,Permutations,MEDIUM,free,42.9,"Array, Backtracking"
54,Spiral Matrix,MEDIUM,free,42.9,"Array, Matrix, Simulation"
69,Sqrt(x),EASY,free,42.9,"Math, Binary Search"
73,Set Matrix Zeroes,MEDIUM,free,42.9,"Array, Hash Table, Matrix"
88,Merge Sorted Array,EASY,free,42.9,"Array, Two Pointers, Sorting"
91,Decode Ways,MEDIUM,free,42.9,"String, Dynamic Programming"
92,Reverse Linked List II,MEDIUM,free,42.9,Linked List
102,Binary Tree Level Order Traversal,MEDIUM,free,42.9,"Tree, Breadth-First Search, Binary Tree"
104,Maximum Depth of Binary Tree,EASY,free,42.9,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
124,Binary Tree Maximum Path Sum,HARD,free,42.9,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
125,Valid Palindrome,EASY,free,42.9,"Two Pointers, String"
127,Word Ladder,HARD,free,42.9,"Hash Table, String, Breadth-First Search"
149,Max Points on a Line,HARD,free,42.9,"Array, Hash Table, Math, Geometry"
208,Implement Trie (Prefix Tree),MEDIUM,free,42.9,"Hash Table, String, Design, Trie"
210,Course Schedule II,MEDIUM,free,42.9,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
215,Kth Largest Element in an Array,MEDIUM,free,42.9,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
218,The Skyline Problem,HARD,free,42.9,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set"
221,Maximal Square,MEDIUM,free,42.9,"Array, Dynamic Programming, Matrix"
224,Basic Calculator,HARD,free,42.9,"Math, String, Stack, Recursion"
227,Basic Calculator II,MEDIUM,free,42.9,"Math, String, Stack"
237,Delete Node in a Linked List,MEDIUM,free,42.9,Linked List
257,Binary Tree Paths,EASY,free,42.9,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
268,Missing Number,EASY,free,42.9,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting"
273,Integer to English Words,HARD,free,42.9,"Math, String, Recursion"
278,First Bad Version,EASY,free,42.9,"Binary Search, Interactive"
284,Peeking Iterator,MEDIUM,free,42.9,"Array, Design, Iterator"
291,Word Pattern II,MEDIUM,premium,42.9,"Hash Table, String, Backtracking"
295,Find Median from Data Stream,HARD,free,42.9,"Two Pointers, Design, Sorting, Heap (Priority Queue), Data Stream"
317,Shortest Distance from All Buildings,HARD,premium,42.9,"Array, Breadth-First Search, Matrix"
344,Reverse String,EASY,free,42.9,"Two Pointers, String"
347,Top K Frequent Elements,MEDIUM,free,42.9,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
348,Design Tic-Tac-Toe,MEDIUM,premium,42.9,"Array, Hash Table, Design, Matrix, Simulation"
362,Design Hit Counter,MEDIUM,premium,42.9,"Array, Binary Search, Design, Queue, Data Stream"
424,Longest Repeating Character Replacement,MEDIUM,free,42.9,"Hash Table, String, Sliding Window"
438,Find All Anagrams in a String,MEDIUM,free,42.9,"Hash Table, String, Sliding Window"
