id,title,difficulty,free/premium,frequency,tags
23,Merge k Sorted Lists,HARD,free,53.4,"Linked List, Divide and Conquer, Heap (Priority Queue), Merge Sort"
26,Remove Duplicates from Sorted Array,EASY,free,53.4,"Array, Two Pointers"
70,Climbing Stairs,EASY,free,53.4,"Math, Dynamic Programming, Memoization"
102,Binary Tree Level Order Traversal,MEDIUM,free,53.4,"Tree, Breadth-First Search, Binary Tree"
139,Word Break,MEDIUM,free,53.4,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
213,House Robber II,MEDIUM,free,53.4,"Array, Dynamic Programming"
236,Lowest Common Ancestor of a Binary Tree,MEDIUM,free,53.4,"Tree, Depth-First Search, Binary Tree"
283,Move Zeroes,EASY,free,53.4,"Array, Two Pointers"
3139,Minimum Cost to Equalize Array,HARD,free,53.4,"Array, Greedy, Enumeration"
9,Palindrome Number,EASY,free,49.6,Math
13,Roman to Integer,EASY,free,49.6,"Hash Table, Math, String"
15,3Sum,MEDIUM,free,49.6,"Array, Two Pointers, Sorting"
19,Remove Nth Node From End of List,MEDIUM,free,49.6,"Linked List, Two Pointers"
21,Merge Two Sorted Lists,EASY,free,49.6,"Linked List, Recursion"
29,Divide Two Integers,MEDIUM,free,49.6,"Math, Bit Manipulation"
31,Next Permutation,MEDIUM,free,49.6,"Array, Two Pointers"
53,Maximum Subarray,MEDIUM,free,49.6,"Array, Divide and Conquer, Dynamic Programming"
54,Spiral Matrix,MEDIUM,free,49.6,"Array, Matrix, Simulation"
72,Edit Distance,MEDIUM,free,49.6,"String, Dynamic Programming"
74,Search a 2D Matrix,MEDIUM,free,49.6,"Array, Binary Search, Matrix"
75,Sort Colors,MEDIUM,free,49.6,"Array, Two Pointers, Sorting"
93,Restore IP Addresses,MEDIUM,free,49.6,"String, Backtracking"
98,Validate Binary Search Tree,MEDIUM,free,49.6,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
103,Binary Tree Zigzag Level Order Traversal,MEDIUM,free,49.6,"Tree, Breadth-First Search, Binary Tree"
179,Largest Number,MEDIUM,free,49.6,"Array, String, Greedy, Sorting"
206,Reverse Linked List,EASY,free,49.6,"Linked List, Recursion"
207,Course Schedule,MEDIUM,free,49.6,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
215,Kth Largest Element in an Array,MEDIUM,free,49.6,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
242,Valid Anagram,EASY,free,49.6,"Hash Table, String, Sorting"
994,Rotting Oranges,MEDIUM,free,49.6,"Array, Breadth-First Search, Matrix"
7,Reverse Integer,MEDIUM,free,44.8,Math
12,Integer to Roman,MEDIUM,free,44.8,"Hash Table, Math, String"
25,Reverse Nodes in k-Group,HARD,free,44.8,"Linked List, Recursion"
46,Permutations,MEDIUM,free,44.8,"Array, Backtracking"
48,Rotate Image,MEDIUM,free,44.8,"Array, Math, Matrix"
55,Jump Game,MEDIUM,free,44.8,"Array, Dynamic Programming, Greedy"
100,Same Tree,EASY,free,44.8,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
128,Longest Consecutive Sequence,MEDIUM,free,44.8,"Array, Hash Table, Union Find"
131,Palindrome Partitioning,MEDIUM,free,44.8,"String, Dynamic Programming, Backtracking"
205,Isomorphic Strings,EASY,free,44.8,"Hash Table, String"
210,Course Schedule II,MEDIUM,free,44.8,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
227,Basic Calculator II,MEDIUM,free,44.8,"Math, String, Stack"
273,Integer to English Words,HARD,free,44.8,"Math, String, Recursion"
297,Serialize and Deserialize Binary Tree,HARD,free,44.8,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
345,Reverse Vowels of a String,EASY,free,44.8,"Two Pointers, String"
367,Valid Perfect Square,EASY,free,44.8,"Math, Binary Search"
443,String Compression,MEDIUM,free,44.8,"Two Pointers, String"
460,LFU Cache,HARD,free,44.8,"Hash Table, Linked List, Design, Doubly-Linked List"
539,Minimum Time Difference,MEDIUM,free,44.8,"Array, Math, String, Sorting"
560,Subarray Sum Equals K,MEDIUM,free,44.8,"Array, Hash Table, Prefix Sum"
567,Permutation in String,MEDIUM,free,44.8,"Hash Table, Two Pointers, String, Sliding Window"
1405,Longest Happy String,MEDIUM,free,44.8,"String, Greedy, Heap (Priority Queue)"
1531,String Compression II,HARD,free,44.8,"String, Dynamic Programming"
2938,Separate Black and White Balls,MEDIUM,free,44.8,"Two Pointers, String, Greedy"
10,Regular Expression Matching,HARD,free,38.8,"String, Dynamic Programming, Recursion"
18,4Sum,MEDIUM,free,38.8,"Array, Two Pointers, Sorting"
22,Generate Parentheses,MEDIUM,free,38.8,"String, Dynamic Programming, Backtracking"
28,Find the Index of the First Occurrence in a String,EASY,free,38.8,"Two Pointers, String, String Matching"
62,Unique Paths,MEDIUM,free,38.8,"Math, Dynamic Programming, Combinatorics"
67,Add Binary,EASY,free,38.8,"Math, String, Bit Manipulation, Simulation"
73,Set Matrix Zeroes,MEDIUM,free,38.8,"Array, Hash Table, Matrix"
79,Word Search,MEDIUM,free,38.8,"Array, String, Backtracking, Matrix"
83,Remove Duplicates from Sorted List,EASY,free,38.8,Linked List
84,Largest Rectangle in Histogram,HARD,free,38.8,"Array, Stack, Monotonic Stack"
112,Path Sum,EASY,free,38.8,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
135,Candy,HARD,free,38.8,"Array, Greedy"
143,Reorder List,MEDIUM,free,38.8,"Linked List, Two Pointers, Stack, Recursion"
152,Maximum Product Subarray,MEDIUM,free,38.8,"Array, Dynamic Programming"
167,Two Sum II - Input Array Is Sorted,MEDIUM,free,38.8,"Array, Two Pointers, Binary Search"
197,Rising Temperature,EASY,free,38.8,Database
208,Implement Trie (Prefix Tree),MEDIUM,free,38.8,"Hash Table, String, Design, Trie"
217,Contains Duplicate,EASY,free,38.8,"Array, Hash Table, Sorting"
219,Contains Duplicate II,EASY,free,38.8,"Array, Hash Table, Sliding Window"
